Date,Forecast
2023-04-10,155.55633443333332
2023-04-11,156.0443344
2023-04-12,156.51666766666665
2023-04-13,157.0100011
2023-04-14,157.68366746666663
2023-04-17,158.25200089999998
2023-04-18,158.66233466666662
2023-04-19,159.06566819999998
2023-04-20,159.50833479999997
2023-04-21,159.89133496666668
